sample,height,width,total_pixels,gt_unique_classes,pred_unique_classes,GT_Background_pixels,GT_Background_pct,Pred_Background_pixels,Pred_Background_pct,GT_Bareland_pixels,GT_Bareland_pct,Pred_Bareland_pixels,Pred_Bareland_pct,GT_Rangeland_pixels,GT_Rangeland_pct,Pred_Rangeland_pixels,Pred_Rangeland_pct,GT_Developed_pixels,GT_Developed_pct,Pred_Developed_pixels,Pred_Developed_pct,GT_Road_pixels,GT_Road_pct,Pred_Road_pixels,Pred_Road_pct,GT_Tree_pixels,GT_Tree_pct,Pred_Tree_pixels,Pred_Tree_pct,GT_Water_pixels,GT_Water_pct,Pred_Water_pixels,Pred_Water_pct,GT_Agriculture_pixels,GT_Agriculture_pct,Pred_Agriculture_pixels,Pred_Agriculture_pct,GT_Building_pixels,GT_Building_pct,Pred_Building_pixels,Pred_Building_pct
aachen_21.tif,1000,1000,1000000,7,7,37,0.0036999999999999997,0,0.0,241700,24.169999999999998,229410,22.941,152224,15.2224,197899,19.7899,66586,6.658600000000001,57374,5.7374,224046,22.4046,241038,24.1038,0,0.0,136,0.0136,155470,15.547,96192,9.6192,159937,15.9937,177951,17.7951,0,0.0,0,0.0
aachen_22.tif,1000,1000,1000000,8,6,115,0.0115,0,0.0,222977,22.297700000000003,146582,14.658199999999999,49144,4.9144,157112,15.7112,43570,4.356999999999999,24647,2.4646999999999997,110575,11.057500000000001,89366,8.9366,163,0.016300000000000002,0,0.0,445912,44.5912,464793,46.4793,127544,12.754399999999999,117500,11.75,0,0.0,0,0.0
aachen_24.tif,1000,1000,1000000,7,7,0,0.0,0,0.0,187697,18.7697,192961,19.2961,7868,0.7867999999999999,7467,0.7466999999999999,15493,1.5493,7126,0.7126,242069,24.2069,256275,25.627499999999998,5334,0.5334,5572,0.5571999999999999,525057,52.5057,512025,51.20249999999999,16482,1.6482,18574,1.8574,0,0.0,0,0.0
aachen_26.tif,1000,1000,1000000,6,5,20,0.002,0,0.0,28249,2.8249,17858,1.7857999999999998,280415,28.041500000000003,333791,33.3791,108887,10.8887,110073,11.0073,32433,3.2432999999999996,31534,3.1534,0,0.0,0,0.0,0,0.0,0,0.0,549996,54.9996,506744,50.6744,0,0.0,0,0.0
aachen_27.tif,1000,1000,1000000,8,6,89,0.0089,0,0.0,193037,19.3037,191962,19.1962,124751,12.4751,133812,13.381199999999998,57843,5.7843,65846,6.5846,155988,15.598799999999999,116746,11.6746,2241,0.2241,0,0.0,313318,31.331799999999998,292175,29.2175,152733,15.2733,199459,19.945899999999998,0,0.0,0,0.0
aachen_28.tif,1000,1000,1000000,5,7,0,0.0,0,0.0,11825,1.1825,25996,2.5995999999999997,35939,3.5938999999999997,13956,1.3956,0,0.0,8775,0.8775,33,0.0033000000000000004,2489,0.24889999999999998,0,0.0,327,0.0327,944884,94.4884,937885,93.7885,7319,0.7319,10572,1.0572,0,0.0,0,0.0
aachen_29.tif,1000,1000,1000000,6,6,175,0.017499999999999998,0,0.0,261969,26.1969,66810,6.680999999999999,75508,7.550800000000001,52684,5.2684,0,0.0,9562,0.9561999999999999,537660,53.766000000000005,745358,74.5358,0,0.0,0,0.0,120737,12.0737,114844,11.4844,3951,0.39509999999999995,10742,1.0742,0,0.0,0,0.0
aachen_30.tif,1000,1000,1000000,6,6,0,0.0,0,0.0,347992,34.7992,313252,31.3252,153101,15.310099999999998,152982,15.298200000000001,79002,7.9002,68180,6.8180000000000005,242075,24.2075,262954,26.2954,300,0.03,0,0.0,0,0.0,2758,0.2758,177530,17.753,199874,19.9874,0,0.0,0,0.0
aachen_31.tif,1000,1000,1000000,6,5,0,0.0,0,0.0,282933,28.2933,130390,13.039000000000001,248135,24.813499999999998,332416,33.2416,107121,10.7121,75688,7.5688,105547,10.5547,173828,17.3828,62,0.006200000000000001,0,0.0,0,0.0,0,0.0,256202,25.620199999999997,287678,28.767799999999998,0,0.0,0,0.0
aachen_32.tif,1000,1000,1000000,5,5,0,0.0,0,0.0,51712,5.1712,13878,1.3878,196490,19.649,312561,31.256099999999996,102689,10.2689,114080,11.408,79745,7.9745,59306,5.9306,0,0.0,0,0.0,0,0.0,0,0.0,569364,56.9364,500175,50.017500000000005,0,0.0,0,0.0
aachen_33.tif,1000,1000,1000000,6,5,0,0.0,0,0.0,169965,16.9965,91641,9.1641,338884,33.888400000000004,434319,43.4319,108285,10.8285,47273,4.7273000000000005,58721,5.8721000000000005,49065,4.906499999999999,322,0.0322,0,0.0,0,0.0,0,0.0,323823,32.3823,377702,37.770199999999996,0,0.0,0,0.0
aachen_35.tif,1000,1000,1000000,8,6,69,0.0069,0,0.0,360671,36.0671,226925,22.6925,44189,4.4189,121901,12.1901,40446,4.0446,32390,3.2390000000000003,261147,26.114700000000003,392125,39.2125,815,0.0815,0,0.0,203703,20.3703,99454,9.9454,88960,8.895999999999999,127205,12.720500000000001,0,0.0,0,0.0
aachen_36.tif,1000,1000,1000000,7,7,0,0.0,0,0.0,145450,14.545,82451,8.245099999999999,36675,3.6675,36068,3.6068000000000002,17975,1.7975,18609,1.8609,80328,8.0328,109221,10.9221,9103,0.9103,3965,0.39649999999999996,687084,68.7084,720067,72.0067,23385,2.3385,29619,2.9619,0,0.0,0,0.0
aachen_37.tif,1000,1000,1000000,6,6,0,0.0,0,0.0,108121,10.8121,201928,20.1928,115651,11.565100000000001,91394,9.1394,48907,4.8907,40789,4.0789,120783,12.0783,43455,4.3455,0,0.0,0,0.0,504418,50.4418,510022,51.002199999999995,102120,10.212,112412,11.2412,0,0.0,0,0.0
aachen_4.tif,1000,1000,1000000,7,6,0,0.0,0,0.0,277109,27.7109,199430,19.942999999999998,248483,24.848300000000002,298101,29.810100000000002,76087,7.6087,76865,7.6865000000000006,57663,5.7663,51188,5.118799999999999,2256,0.22560000000000002,0,0.0,0,0.0,54173,5.4173,331983,33.198299999999996,320243,32.0243,0,0.0,0,0.0
aachen_43.tif,1000,1000,1000000,5,6,0,0.0,0,0.0,219277,21.9277,220418,22.041800000000002,237426,23.7426,273577,27.3577,133975,13.3975,96829,9.6829,161191,16.1191,129345,12.934499999999998,0,0.0,0,0.0,0,0.0,4430,0.443,248131,24.8131,275401,27.540100000000002,0,0.0,0,0.0
aachen_46.tif,1000,1000,1000000,8,5,123,0.0123,0,0.0,241482,24.1482,159949,15.994900000000001,176415,17.6415,289860,28.986,83292,8.3292,77916,7.7916,200075,20.0075,164019,16.4019,551,0.055099999999999996,0,0.0,6828,0.6828,0,0.0,291234,29.1234,308256,30.825599999999998,0,0.0,0,0.0
aachen_47.tif,1000,1000,1000000,7,6,0,0.0,0,0.0,308945,30.8945,138216,13.8216,55098,5.5098,42372,4.2372,23680,2.368,32589,3.2589,66618,6.6617999999999995,38140,3.814,289,0.0289,0,0.0,516582,51.6582,720629,72.0629,28788,2.8788,28054,2.8054,0,0.0,0,0.0
aachen_49.tif,1000,1000,1000000,7,6,0,0.0,0,0.0,301590,30.159000000000002,278532,27.8532,82546,8.2546,69161,6.9161,33315,3.3314999999999997,37859,3.7859,172369,17.2369,91911,9.1911,199,0.0199,0,0.0,317623,31.7623,425115,42.511500000000005,92358,9.2358,97422,9.742199999999999,0,0.0,0,0.0
aachen_51.tif,1000,1000,1000000,7,6,0,0.0,0,0.0,220418,22.041800000000002,247379,24.7379,161642,16.1642,138622,13.8622,44434,4.4434000000000005,55576,5.5576,125228,12.5228,91745,9.1745,31,0.0031000000000000003,0,0.0,324172,32.4172,296540,29.654000000000003,124075,12.4075,170138,17.0138,0,0.0,0,0.0
aachen_52.tif,1000,1000,1000000,6,6,0,0.0,0,0.0,182772,18.2772,164953,16.4953,292166,29.2166,379292,37.9292,170780,17.078,121329,12.132900000000001,37865,3.7865,13014,1.3014,0,0.0,0,0.0,64216,6.4216,68408,6.8408,252201,25.220100000000002,253004,25.3004,0,0.0,0,0.0
aachen_55.tif,1000,1000,1000000,7,7,0,0.0,0,0.0,253997,25.399699999999996,323273,32.3273,86156,8.615599999999999,95733,9.5733,40486,4.0486,37433,3.7433,328968,32.8968,300965,30.0965,11890,1.189,2916,0.2916,169704,16.970399999999998,113551,11.3551,108799,10.879900000000001,126129,12.6129,0,0.0,0,0.0
aachen_56.tif,1000,1000,1000000,5,6,0,0.0,0,0.0,425680,42.568,266716,26.6716,169212,16.9212,252211,25.221100000000003,79638,7.9638,65488,6.548800000000001,62892,6.2892,96897,9.6897,0,0.0,0,0.0,0,0.0,78,0.0078,262578,26.257799999999996,318610,31.861,0,0.0,0,0.0
aachen_59.tif,1000,1000,1000000,6,6,0,0.0,0,0.0,284432,28.4432,226185,22.6185,258693,25.8693,247763,24.776300000000003,106475,10.6475,72136,7.2136000000000005,158908,15.890799999999999,196803,19.6803,722,0.0722,0,0.0,0,0.0,2802,0.2802,190770,19.076999999999998,254311,25.4311,0,0.0,0,0.0
aachen_6.tif,1000,1000,1000000,6,6,0,0.0,0,0.0,418770,41.876999999999995,230473,23.0473,164675,16.467499999999998,249180,24.918000000000003,92765,9.2765,77418,7.7418000000000005,50398,5.0398,80056,8.0056,0,0.0,0,0.0,94840,9.484,92687,9.2687,178552,17.8552,270186,27.0186,0,0.0,0,0.0
aachen_63.tif,1000,1000,1000000,8,6,8,0.0007999999999999999,0,0.0,302618,30.2618,316191,31.6191,103756,10.3756,112565,11.256499999999999,66217,6.6217,50860,5.086,115538,11.5538,57702,5.7702,88,0.0088,0,0.0,258339,25.8339,295374,29.5374,153436,15.343599999999999,167308,16.730800000000002,0,0.0,0,0.0
aachen_64.tif,1000,1000,1000000,7,7,0,0.0,0,0.0,352456,35.245599999999996,136360,13.636000000000001,48993,4.8993,118539,11.853900000000001,127130,12.713,117917,11.791699999999999,30602,3.0602,34113,3.4112999999999998,611,0.0611,331,0.033100000000000004,437566,43.7566,585667,58.566700000000004,2642,0.2642,7073,0.7073,0,0.0,0,0.0
aachen_67.tif,1000,1000,1000000,8,7,3,0.00030000000000000003,0,0.0,56074,5.6074,129342,12.9342,40644,4.0644,27578,2.7578,46384,4.6384,50983,5.0983,536168,53.6168,505417,50.5417,3896,0.3896,804,0.0804,304990,30.499,275582,27.5582,11841,1.1841000000000002,10294,1.0293999999999999,0,0.0,0,0.0
aachen_68.tif,1000,1000,1000000,7,6,0,0.0,0,0.0,275516,27.551599999999997,281134,28.1134,49855,4.9855,33578,3.3577999999999997,29750,2.9749999999999996,27632,2.7632,115969,11.5969,82842,8.2842,77,0.0077,0,0.0,475737,47.5737,510828,51.08279999999999,53096,5.3096,63986,6.3986,0,0.0,0,0.0
aachen_7.tif,1000,1000,1000000,7,7,0,0.0,0,0.0,406559,40.6559,265098,26.5098,156998,15.6998,191459,19.145899999999997,57518,5.7518,77817,7.7817,80608,8.0608,69438,6.9437999999999995,8214,0.8214000000000001,2445,0.24450000000000002,66510,6.651,230119,23.0119,223593,22.359299999999998,163624,16.3624,0,0.0,0,0.0
aachen_70.tif,1000,1000,1000000,8,7,110,0.011000000000000001,0,0.0,273338,27.333800000000004,286867,28.6867,62221,6.2221,57616,5.7616,30872,3.0872,32809,3.2809,442105,44.2105,518971,51.897099999999995,274,0.0274,835,0.0835,124888,12.4888,35785,3.5784999999999996,66192,6.6192,67117,6.7116999999999996,0,0.0,0,0.0
aachen_9.tif,1000,1000,1000000,6,7,0,0.0,0,0.0,418702,41.870200000000004,380109,38.0109,191334,19.1334,178131,17.813100000000002,37400,3.74,67698,6.769799999999999,168276,16.8276,179406,17.9406,3438,0.3438,4274,0.4274,0,0.0,16062,1.6062,180850,18.085,174320,17.432,0,0.0,0,0.0
abancay_1.tif,1024,1024,1048576,7,8,0,0.0,0,0.0,339675,32.3939323425293,512810,48.905372619628906,200404,19.112014770507812,279727,26.67684555053711,20807,1.9843101501464844,7147,0.6815910339355469,350789,33.4538459777832,190468,18.164443969726562,25306,2.4133682250976562,2627,0.2505302429199219,80892,7.7144622802734375,12278,1.1709213256835938,30703,2.9280662536621094,39693,3.785419464111328,0,0.0,0,0.0
abancay_11.tif,1024,1024,1048576,6,6,0,0.0,0,0.0,535682,51.08661651611328,337198,32.15770721435547,189721,18.093204498291016,409458,39.04895782470703,38721,3.6927223205566406,19172,1.8283843994140625,151293,14.428424835205078,165494,15.782737731933594,0,0.0,0,0.0,38313,3.6538124084472656,27944,2.664947509765625,94846,9.045219421386719,89310,8.517265319824219,0,0.0,0,0.0
abancay_12.tif,1024,1024,1048576,6,8,0,0.0,0,0.0,542228,51.71089172363281,742418,70.80249786376953,109443,10.437297821044922,139194,13.274574279785156,24889,2.3736000061035156,8833,0.8423805236816406,289638,27.622032165527344,99842,9.521675109863281,26106,2.4896621704101562,4956,0.4726409912109375,0,0.0,262,0.02498626708984375,56272,5.36651611328125,53035,5.057811737060547,0,0.0,0,0.0
abancay_15.tif,1024,1024,1048576,6,5,0,0.0,0,0.0,169927,16.205501556396484,55570,5.299568176269531,296270,28.25450897216797,417891,39.85319137573242,118499,11.300945281982422,132338,12.620735168457031,73620,7.0209503173828125,60832,5.8013916015625,4098,0.39081573486328125,0,0.0,0,0.0,0,0.0,386162,36.82727813720703,381945,36.425113677978516,0,0.0,0,0.0
abancay_18.tif,1024,1024,1048576,6,6,0,0.0,0,0.0,50839,4.848384857177734,46214,4.407310485839844,398221,37.97731399536133,421853,40.23103713989258,158832,15.14739990234375,129059,12.308025360107422,87269,8.322620391845703,81360,7.75909423828125,0,0.0,0,0.0,8446,0.8054733276367188,568,0.054168701171875,344969,32.898807525634766,369522,35.24036407470703,0,0.0,0,0.0
abancay_19.tif,1024,1024,1048576,5,5,0,0.0,0,0.0,120734,11.514091491699219,21729,2.0722389221191406,215674,20.568275451660156,291962,27.843666076660156,151739,14.470958709716797,119338,11.380958557128906,35726,3.4070968627929688,60037,5.725574493408203,0,0.0,0,0.0,0,0.0,0,0.0,524703,50.03957748413086,555510,52.977561950683594,0,0.0,0,0.0
abancay_20.tif,1024,1024,1048576,5,5,0,0.0,0,0.0,41899,3.995800018310547,9429,0.8992195129394531,314411,29.984569549560547,348198,33.206748962402344,162912,15.5364990234375,167107,15.936565399169922,36265,3.4584999084472656,28713,2.7382850646972656,0,0.0,0,0.0,0,0.0,0,0.0,493089,47.02463150024414,495129,47.219181060791016,0,0.0,0,0.0
abancay_22.tif,1024,1024,1048576,5,5,0,0.0,0,0.0,110160,10.50567626953125,136368,13.00506591796875,259911,24.787044525146484,243205,23.193836212158203,136567,13.024044036865234,104495,9.96541976928711,164463,15.68441390991211,168856,16.103363037109375,0,0.0,0,0.0,0,0.0,0,0.0,377475,35.99882125854492,395652,37.73231506347656,0,0.0,0,0.0
abancay_23.tif,1024,1024,1048576,5,5,0,0.0,0,0.0,140826,13.430213928222656,90924,8.671188354492188,157585,15.02847671508789,241288,23.011016845703125,102625,9.78708267211914,94661,9.027576446533203,61361,5.851840972900391,64931,6.192302703857422,0,0.0,0,0.0,0,0.0,0,0.0,586179,55.90238571166992,556772,53.09791564941406,0,0.0,0,0.0
abancay_24.tif,1024,1024,1048576,7,9,72964,6.9583892822265625,4457,0.4250526428222656,648753,61.86990737915039,667482,63.656044006347656,33527,3.1973838806152344,119281,11.37552261352539,23798,2.2695541381835938,14674,1.3994216918945312,249843,23.826885223388672,156968,14.969635009765625,0,0.0,4297,0.4097938537597656,17063,1.6272544860839844,10094,0.9626388549804688,2628,0.2506256103515625,54845,5.230426788330078,0,0.0,0,0.0
abancay_27.tif,1024,1024,1048576,6,7,0,0.0,0,0.0,264088,25.185394287109375,470450,44.86560821533203,275218,26.24683380126953,178773,17.049121856689453,37432,3.569793701171875,12458,1.1880874633789062,172617,16.462039947509766,152444,14.538192749023438,0,0.0,271,0.025844573974609375,196513,18.74094009399414,153907,14.677715301513672,102708,9.794998168945312,80273,7.655429840087891,0,0.0,0,0.0
abancay_28.tif,1024,1024,1048576,5,5,0,0.0,0,0.0,60484,5.7682037353515625,33734,3.2171249389648438,394123,37.58649826049805,388220,37.02354431152344,131528,12.543487548828125,133760,12.75634765625,69357,6.614398956298828,82235,7.842540740966797,0,0.0,0,0.0,0,0.0,0,0.0,393084,37.48741149902344,410627,39.16044235229492,0,0.0,0,0.0
abancay_29.tif,1024,1024,1048576,6,6,0,0.0,0,0.0,408640,38.970947265625,490580,46.78535461425781,301150,28.71990203857422,327053,31.190204620361328,75435,7.194042205810547,63927,6.096553802490234,117768,11.231231689453125,69286,6.607627868652344,0,0.0,0,0.0,78430,7.479667663574219,22506,2.1463394165039062,67153,6.404209136962891,75224,7.173919677734375,0,0.0,0,0.0
abancay_3.tif,1024,1024,1048576,6,7,0,0.0,0,0.0,172732,16.473007202148438,94386,9.001350402832031,210010,20.028114318847656,340890,32.509803771972656,73476,7.0072174072265625,84536,8.061981201171875,168338,16.05396270751953,150564,14.358901977539062,892,0.0850677490234375,28,0.0026702880859375,0,0.0,50,0.00476837158203125,423128,40.352630615234375,378122,36.060523986816406,0,0.0,0,0.0
abancay_30.tif,1024,1024,1048576,6,5,0,0.0,0,0.0,229854,21.92058563232422,158352,15.10162353515625,244456,23.313140869140625,381225,36.356449127197266,118589,11.309528350830078,117141,11.171436309814453,91032,8.681488037109375,56430,5.381584167480469,87,0.008296966552734375,0,0.0,0,0.0,0,0.0,364558,34.76696014404297,335428,31.988906860351562,0,0.0,0,0.0
abancay_32.tif,1024,1024,1048576,6,5,0,0.0,0,0.0,167679,15.99111557006836,103674,9.887123107910156,324685,30.964374542236328,448322,42.75531768798828,127958,12.203025817871094,101701,9.698963165283203,126238,12.038993835449219,100168,9.552764892578125,0,0.0,0,0.0,16228,1.5476226806640625,0,0.0,285788,27.254867553710938,294711,28.105831146240234,0,0.0,0,0.0
abancay_33.tif,1024,1024,1048576,6,8,0,0.0,0,0.0,301012,28.706741333007812,81996,7.8197479248046875,216544,20.6512451171875,468832,44.7113037109375,119589,11.404895782470703,76734,7.317924499511719,99401,9.479618072509766,132514,12.637519836425781,0,0.0,8892,0.8480072021484375,17210,1.6412734985351562,866,0.08258819580078125,294820,28.116226196289062,278740,26.582717895507812,0,0.0,0,0.0
abancay_34.tif,1024,1024,1048576,7,6,0,0.0,0,0.0,625438,59.64641571044922,576872,55.014801025390625,16470,1.5707015991210938,21316,2.0328521728515625,4497,0.4288673400878906,39,0.003719329833984375,293954,28.03363800048828,317145,30.245304107666016,0,0.0,0,0.0,91212,8.698654174804688,118794,11.329078674316406,11826,1.1278152465820312,14410,1.3742446899414062,0,0.0,0,0.0
abancay_37.tif,1024,1024,1048576,7,7,0,0.0,0,0.0,221204,21.095657348632812,209255,19.956111907958984,252333,24.064350128173828,255245,24.342060089111328,101361,9.66653823852539,80257,7.653903961181641,117625,11.217594146728516,136876,13.053512573242188,635,0.060558319091796875,10,0.00095367431640625,121626,11.599159240722656,123507,11.778545379638672,233792,22.296142578125,243426,23.21491241455078,0,0.0,0,0.0
abancay_4.tif,1024,1024,1048576,6,5,0,0.0,0,0.0,86541,8.253192901611328,60770,5.795478820800781,352696,33.635711669921875,322132,30.720901489257812,78011,7.439708709716797,99884,9.525680541992188,72950,6.957054138183594,97177,9.267520904541016,0,0.0,0,0.0,46521,4.436588287353516,0,0.0,411857,39.27774429321289,468613,44.6904182434082,0,0.0,0,0.0
abancay_40.tif,1024,1024,1048576,5,6,0,0.0,0,0.0,28770,2.7437210083007812,9546,0.9103775024414062,303798,28.972434997558594,218271,20.81594467163086,102506,9.775733947753906,109861,10.477161407470703,19712,1.8798828125,16829,1.6049385070800781,0,0.0,0,0.0,0,0.0,52,0.0049591064453125,593790,56.62822723388672,694017,66.18661880493164,0,0.0,0,0.0
abancay_43.tif,1024,1024,1048576,5,7,0,0.0,0,0.0,116512,11.1114501953125,83142,7.929039001464844,323406,30.84239959716797,325777,31.06851577758789,152678,14.560508728027344,142606,13.599967956542969,62980,6.0062408447265625,44653,4.258441925048828,0,0.0,0,0.0,0,0.0,661,0.06303787231445312,393000,37.479400634765625,450650,42.977333068847656,0,0.0,0,0.0
abancay_45.tif,1024,1024,1048576,6,7,0,0.0,0,0.0,378848,36.1297607421875,330250,31.495094299316406,120844,11.524581909179688,192884,18.394851684570312,65262,6.223869323730469,61847,5.898189544677734,192666,18.374061584472656,193207,18.425655364990234,0,0.0,426,0.04062652587890625,106959,10.20040512084961,85170,8.122444152832031,183997,17.547321319580078,184792,17.623138427734375,0,0.0,0,0.0
abancay_46.tif,1024,1024,1048576,5,6,0,0.0,0,0.0,135806,12.951469421386719,137884,13.149642944335938,502278,47.900962829589844,503761,48.04239273071289,73617,7.020664215087891,78493,7.485675811767578,80650,7.691383361816406,58104,5.541229248046875,0,0.0,9620,0.9174346923828125,0,0.0,0,0.0,256225,24.43552017211914,260714,24.863624572753906,0,0.0,0,0.0
abancay_47.tif,1024,1024,1048576,6,7,0,0.0,0,0.0,669675,63.86518478393555,502003,47.87473678588867,21707,2.070140838623047,113524,10.826492309570312,13321,1.2703895568847656,16936,1.615142822265625,277275,26.443004608154297,345023,32.90395736694336,0,0.0,0,0.0,32972,3.1444549560546875,34973,3.335285186767578,33626,3.2068252563476562,35232,3.3599853515625,0,0.0,0,0.0
abancay_48.tif,1024,1024,1048576,5,6,0,0.0,0,0.0,76944,7.33795166015625,42778,4.079627990722656,271471,25.88949203491211,312470,29.799461364746094,91327,8.70962142944336,97172,9.267044067382812,70479,6.721401214599609,64859,6.185436248779297,0,0.0,0,0.0,0,0.0,2423,0.23107528686523438,538355,51.34153366088867,528874,50.437355041503906,0,0.0,0,0.0
abancay_5.tif,1024,1024,1048576,6,5,0,0.0,0,0.0,313688,29.915618896484375,233993,22.315311431884766,243731,23.243999481201172,309596,29.525375366210938,57265,5.461215972900391,62505,5.960941314697266,129682,12.367439270019531,154452,14.729690551757812,0,0.0,0,0.0,7985,0.7615089416503906,0,0.0,296225,28.25021743774414,288030,27.46868133544922,0,0.0,0,0.0
abancay_50.tif,1024,1024,1048576,5,7,0,0.0,0,0.0,295901,28.219318389892578,274470,26.175498962402344,278889,26.596927642822266,380977,36.33279800415039,96410,9.194374084472656,92805,8.850574493408203,100846,9.617424011230469,42250,4.029273986816406,0,0.0,274,0.02613067626953125,0,0.0,2087,0.19903182983398438,276530,26.37195587158203,255713,24.38669204711914,0,0.0,0,0.0
abancay_7.tif,1024,1024,1048576,6,6,0,0.0,0,0.0,219660,20.948410034179688,285415,27.219295501708984,303961,28.987979888916016,249906,23.83289337158203,65741,6.269550323486328,77121,7.354831695556641,142865,13.62466812133789,145223,13.849544525146484,0,0.0,0,0.0,27316,2.6050567626953125,762,0.07266998291015625,289033,27.564334869384766,290149,27.670764923095703,0,0.0,0,0.0
abancay_9.tif,1024,1024,1048576,6,5,0,0.0,0,0.0,103031,9.825801849365234,31146,2.9703140258789062,198429,18.923664093017578,277432,26.457977294921875,109144,10.408782958984375,151139,14.413738250732422,72478,6.912040710449219,43116,4.1118621826171875,5129,0.4891395568847656,0,0.0,0,0.0,0,0.0,560365,53.44057083129883,545743,52.04610824584961,0,0.0,0,0.0
accra_11.tif,1024,1024,1048576,5,8,62798,5.988883972167969,64268,6.1290740966796875,0,0.0,1330,0.12683868408203125,119554,11.401557922363281,529459,50.49314498901367,52425,4.999637603759766,52455,5.002498626708984,17074,1.6283035278320312,8464,0.80718994140625,0,0.0,626,0.05970001220703125,0,0.0,61,0.005817413330078125,796725,75.98161697387695,391913,37.375736236572266,0,0.0,0,0.0
